,Fecha,Precio,Producto,Lugar,Categoria
908,2022-07-30,0.95,Arroz,Mercadona,Supermercado
909,2022-07-30,2.4,Queso en lonchas,Mercadona,Supermercado
910,2022-07-30,1.75,Salchicha,Mercadona,Supermercado
911,2022-07-30,1.45,Salchicha,Mercadona,Supermercado
912,2022-07-30,2.5,Capuccino,Mercadona,Supermercado
913,2022-07-30,2.5,Masa de tarta,Mercadona,Supermercado
914,2022-07-30,1.05,Pimiento,Mercadona,Supermercado
915,2022-07-30,1.8,Salteado salchipapa,Mercadona,Supermercado
916,2022-07-30,1.0,Curitas,Mercadona,Farmacia
917,2022-07-30,1.5,Cacahuete frito,Mercadona,Supermercado
918,2022-07-30,0.95,Patata ondulada,Mercadona,Supermercado
919,2022-07-30,1.5,Patata extra crunchi,Mercadona,Supermercado
920,2022-07-30,1.2,Patatas serrano,Mercadona,Supermercado
921,2022-07-30,2.15,Patata guarnicion,Mercadona,Supermercado
922,2022-07-30,1.3,Canasta inodoro,Mercadona,Vivienda
923,2022-07-30,15.5,Montaditos,,Salidas
924,2022-07-30,7.02,Yego,,Transporte
925,2022-07-30,5.13,Yego,,Transporte
926,2022-08-01,2.62,Verduleria,,Supermercado
927,2022-08-01,0.78,Garbanzos,Maskom,Supermercado
928,2022-07-30,9.3,Cueva del tesoro,,Salidas
929,2022-08-01,29.7,Alhambra,,Viajes
930,2022-08-03,6.8,Bus cuevas,,Transporte
931,2022-08-03,14.0,Merienda,Bella julieta,Salidas
932,2022-08-03,1.74,Yego,,Transporte
933,2022-08-06,3.95,Huevos,Mercadona,Supermercado
934,2022-08-06,4.8,Queos lonchas,Mercadona,Supermercado
935,2022-08-06,3.17,Jamon,Mercadona,Supermercado
936,2022-08-06,1.8,Mozzarella,Mercadona,Supermercado
937,2022-08-06,2.23,Cuñitas,Mercadona,Supermercado
938,2022-08-06,1.58,Cheetos,Carrefour,Supermercado
939,2022-08-06,1.72,Hummus,Carrefour,Supermercado
940,2022-07-31,0.9,Chocolate almendras,Carrefour,Supermercado
941,2022-07-31,0.86,Chocolate avellanas,Carrefour,Supermercado
942,2022-07-31,0.99,Chocolate con leche,Carrefour,Supermercado
943,2022-07-31,0.8,Chocolate con leche,Carrefour,Supermercado
944,2022-07-31,1.39,Chocolate carrefour,Carrefour,Supermercado
945,2022-07-31,1.2,Chocolate extrafino,Carrefour,Supermercado
946,2022-07-31,2.15,Harina de maiz,Carrefour,Supermercado
947,2022-07-31,0.54,Tomate triturado,Carrefour,Supermercado
948,2022-07-31,9.36,Leche,Carrefour,Supermercado
949,2022-07-31,1.19,Tomate cherry,Carrefour,Supermercado
950,2022-07-31,4.99,Facturas,Carrefour,Supermercado
951,2022-08-12,70.0,Hospedaje,,Viajes
952,2022-08-12,3.1,Helado,,Viajes
953,2022-08-12,10.4,Almuerzo viernes,,Viajes
954,2022-08-12,11.5,Merienda,,Viajes
955,2022-08-12,2.0,Agua,,Viajes
956,2022-08-12,20.0,Cena viernes,,Viajes
957,2022-08-13,17.0,Desayuno,,Viajes
958,2022-08-13,0.5,Agua,,Viajes
959,2022-08-13,14.45,Coviran ,,Viajes
960,2022-08-13,3.0,Merienda sabado,,Viajes
961,2022-08-13,22.3,Cena sabado,,Viajes
962,2022-08-13,10.0,Propina,,Viajes
963,2022-08-13,3.15,Coviran ,,Viajes
964,2022-08-12,18.0,Blablacar ida,,Viajes
965,2022-08-14,5.1,Renfe,,Transporte
966,2022-08-14,2.32,Yego,,Transporte
967,2022-08-14,1.82,Te,Carrefour,Supermercado
968,2022-08-14,0.99,Lechuga,Carrefour,Supermercado
969,2022-08-14,13.0,Kebab domingo,,Salidas
970,2022-08-14,3.0,Clara,100monta,Salidas
971,2022-08-15,3.45,Talco ,Carrefour ,Farmacia
972,2022-08-15,1.95,Suavizante,Carrefour ,Vivienda
973,2022-08-15,0.83,Garbanzo,Carrefour ,Supermercado
974,2022-08-15,0.83,Lentrja,Carrefour ,Supermercado
975,2022-08-15,2.19,Yogurt,Carrefour ,Supermercado
976,2022-08-15,5.04,Leche,Carrefour ,Supermercado
977,2022-08-15,1.99,Yogurt,Carrefour ,Supermercado
978,2022-08-14,18.0,Blablacar vuelta ,,Viajes
979,2022-08-18,1.5,Enjuague bucal,Mercadona,Farmacia
980,2022-08-18,0.7,Guantes,Mercadona,Farmacia
981,2022-08-18,0.7,Guantes,Mercadona,Farmacia
982,2022-08-18,2.45,Queso para fundir,Mercadona,Supermercado
983,2022-08-18,1.49,Hamburguesa,Carrefour ,Supermercado
984,2022-08-18,6.38,Pollo,Carrefour ,Supermercado
985,2022-08-17,2.0,San jacobo,Mercadona,Supermercado
986,2022-08-17,3.16,Milanesas cerdo,Mercadona,Supermercado
987,2022-08-17,0.75,Zanahoria,Mercadona,Supermercado
988,2022-08-17,1.95,Manteca,Mercadona,Supermercado
989,2022-08-17,1.35,Cebolla,Mercadona,Supermercado
990,2022-08-17,1.4,Desodorante,Mercadona,Gastos personales
991,2022-08-17,1.8,Muzzarella,Mercadona,Supermercado
992,2022-08-17,1.0,Pan,Mercadona,Supermercado
993,2022-08-17,1.7,Pan rayado,Mercadona,Supermercado
994,2022-08-17,2.35,Dulce membrillo,Mercadona,Supermercado
995,2022-08-17,1.4,Tomate,Mercadona,Supermercado
996,2022-08-17,0.76,Cerveza alambra,Carrefour ,Supermercado
997,2022-08-17,0.67,Cerveza amstel,Carrefour ,Supermercado
998,2022-08-17,0.38,Cerveza carrefour,Carrefour ,Supermercado
999,2022-08-17,0.68,Cerveza radler,Carrefour ,Supermercado
1000,2022-08-17,9.36,Coca,Carrefour ,Supermercado
1001,2022-08-18,8.0,Auto chocador,Feria,Salidas
1002,2022-08-18,16.0,Vuelta al mundo,Feria,Salidas
1003,2022-08-18,15.5,Cena feria,Feria,Salidas
1004,2022-08-17,8.4,Almuerzo juampi,,Salidas
1005,2022-08-18,8.0,Bus cuevas,,Transporte
1006,2022-08-23,3.95,Huevos,Mercadona,Supermercado
1007,2022-08-23,3.09,Jamon,Mercadona,Supermercado
1008,2022-08-23,0.95,Garbanzos,Mercadona,Supermercado
1009,2022-08-23,0.95,Pattatas ,Mercadona,Supermercado
1010,2022-08-23,0.8,Patatas,Mercadona,Supermercado
1011,2022-08-19,5.44,Cerveza rdler,Carrefour,Supermercado
1012,2022-08-19,0.95,Arroz,Carrefour,Supermercado
1013,2022-08-19,4.05,Atun,Carrefour,Supermercado
1014,2022-08-19,0.69,Tomate triturado,Carrefour,Supermercado
1015,2022-08-19,1.85,Bacon en  lonchas,Carrefour,Supermercado
1016,2022-08-26,2.1,Napolitana mixta,Mercadona,Supermercado
1017,2022-08-26,1.15,Esponja de cara,Mercadona,Farmacia
1018,2022-08-26,1.55,Chia,Mercadona,Supermercado
1019,2022-08-26,1.0,Pipas,Mercadona,Supermercado
1020,2022-08-26,1.7,Crackers,Mercadona,Supermercado
1021,2022-08-30,2.09,Pan lactal,Carrefour,Supermercado
1022,2022-08-30,17.49,Cerdo,Carrefour,Supermercado
1023,2022-08-30,4.57,Carne picada,Carrefour,Supermercado
1024,2022-08-26,4.8,Fanta limon,Carrefour,Supermercado
1025,2022-08-26,2.59,Cereales choco,Carrefour,Supermercado
1026,2022-08-26,1.58,Cheetos,Carrefour,Supermercado
1027,2022-08-26,0.79,Risketos,Carrefour,Supermercado
1028,2022-08-26,5.04,Leche,Carrefour,Supermercado
1029,2022-08-25,1.8,Pan lactal,Carrefour,Supermercado
1030,2022-08-25,2.55,Philadelphia,Carrefour,Supermercado
1031,2022-09-01,8.9,Pollo,Carrefour,Supermercado
1032,2022-09-01,2.5,Solomillo,Carrefour,Supermercado
1033,2022-09-02,5.13,Fanta limon,Mercadona,Supermercado
1034,2022-09-02,2.0,Salteado de pollo,Mercadona,Supermercado
1035,2022-09-02,4.7,Membrillo,Mercadona,Supermercado
1036,2022-09-02,1.8,Vino,Mercadona,Supermercado
1037,2022-09-02,1.7,Azucar,Mercadona,Supermercado
1038,2022-09-02,0.9,Cebolla,Mercadona,Supermercado
1039,2022-09-02,1.05,Pimiento,Mercadona,Supermercado
1040,2022-09-02,3.09,Jamon,Mercadona,Supermercado
1041,2022-09-02,2.4,Queso lonchas,Mercadona,Supermercado
1042,2022-09-02,2.21,Vaca cortado,Mercadona,Supermercado
1043,2022-09-02,2.5,Capuccino,Mercadona,Supermercado
1044,2022-09-02,2.0,Salchicha,Mercadona,Supermercado
1045,2022-09-02,1.45,Salchicha,Mercadona,Supermercado
1046,2022-09-02,8.32,Queso mini tierno,Mercadona,Supermercado
1047,2022-09-02,0.85,Espinaca,Mercadona,Supermercado
1048,2022-09-02,0.95,Patatas onduladas,Mercadona,Supermercado
1049,2022-09-02,1.1,Patatas campestres,Mercadona,Supermercado
1050,2022-09-02,1.8,Mozzarella,Mercadona,Supermercado
1051,2022-09-02,1.4,Patatas gajo,Mercadona,Supermercado
1052,2022-09-02,1.45,Arvejas,Mercadona,Supermercado
1053,2022-09-02,1.7,Papel manteca,Mercadona,Supermercado
1054,2022-09-02,1.05,Acelga,Mercadona,Supermercado
1055,2022-09-02,0.8,Vinagre,Mercadona,Vivienda
1056,2022-09-02,1.3,Tortillas rapiditas,Mercadona,Supermercado
1057,2022-09-02,0.8,Patatas lisas,Mercadona,Supermercado
1058,2022-09-03,3.98,Pan con pistacho y pasas,Mercadona,Supermercado
1059,2022-09-03,2.59,M&m,Carrefour,Supermercado
1060,2022-09-03,1.39,Cookies,Carrefour,Supermercado
1061,2022-09-03,4.95,Franui,Carrefour,Supermercado
1062,2022-09-03,1.96,Brownies,Carrefour,Supermercado
1063,2022-09-04,2.3,Dulce de batata,Carrefour,Supermercado
1064,2022-09-04,2.35,Harina de maiz,Carrefour,Supermercado
1065,2022-09-04,3.19,Sañsa chili,Carrefour,Supermercado
1066,2022-09-04,1.48,Almidon de mandioca,Carrefour,Supermercado
1067,2022-09-04,1.2,Hummus,Carrefour,Supermercado
1068,2022-09-04,1.5,Masa para empanada,Carrefour,Supermercado
1069,2022-09-04,0.85,Pan pancho,Carrefour,Supermercado
1070,2022-09-04,1.99,Palta,Carrefour,Supermercado
1071,2022-09-04,1.35,Cebolla,Carrefour,Supermercado
1072,2022-09-04,3.29,Buscapolo,Carrefour,Vivienda
1073,2022-09-04,12.79,Zapatilla,Carrefour,Vivienda
1074,2022-09-04,15.0,Pyrex,Carrefour,Vivienda
1075,2022-09-04,8.99,Sabana bajera,Carrefour,Vivienda
1076,2022-09-02,4.29,Verduleria,,Supermercado
1077,2022-09-03,8.8,Merienda mica, ,Salidas
1078,,26.35,Maleta,Amazon,Vivienda
1079,,26.35,Maleta,Amazon,Vivienda
1080,,9.45,Bolt,,Transporte
1081,,61.7,Cena che bolu,,Salidas
1082,,10.8,Valdi,,Salidas
1083,,64.85,Veneno y joystick,,Vivienda
1084,2022-09-06,17.0,Bicicleteria ,,Transporte
1085,2022-09-07,3.95,Huevos,Mercadona,Supermercado
1086,2022-09-07,2.85,Manteca,Mercadona,Supermercado
1087,2022-09-07,3.5,Queso gouda,Mercadona,Supermercado
1088,2022-09-07,1.15,Queso untable,Mercadona,Supermercado
1089,2022-09-07,1.65,Queso rallado emmental,Mercadona,Supermercado
1090,2022-09-07,2.4,Queso en lonchas,Mercadona,Supermercado
1091,2022-09-07,3.09,Jamon,Mercadona,Supermercado
1092,2022-09-07,25.0,Yego,,Transporte
1093,2022-09-09,2.43,Verduleria,,Supermercado
1094,2022-09-09,7.69,Desodrantes,Primor,Farmacia
1095,2022-09-10,7.5,Pizza sabado,Pucino,Salidas
1096,2022-09-16,54.8,Entradas paco osuna🥳,,Salidas
1097,2022-09-17,10.0,Tour,,Viajes
1098,2022-09-18,0.3,Postal,,Viajes
1099,2022-09-17,7.15,American store,,Viajes
1100,2022-09-17,23.3,Goiko,,Viajes
1101,2022-09-18,2.38,Carrefour,,Viajes
1102,2022-09-17,6.0,Iconica festival,,Viajes
1103,2022-09-18,12.15,Mcdonalds,,Salidas
1104,2022-09-18,16.65,Bolt,,Salidas
1105,2022-09-17,3.91,Carrefour,,Viajes
1106,2022-09-18,3.91,Moto cabify,,Viajes
1107,2022-09-18,1.78,Carrefour,,Viajes
1108,2022-09-16,13.5,Cena kebab,,Viajes
1109,2022-09-20,0.89,Crackers,Carrefour,Supermercado
1110,2022-09-20,0.75,Garbanzos,Carrefour,Supermercado
1111,2022-09-20,0.77,Lentejas,Carrefour,Supermercado
1112,2022-09-20,0.9,Pan rallado,Carrefour,Supermercado
1113,2022-09-20,1.21,Pan de molde,Carrefour,Supermercado
1114,2022-09-20,1.99,Yogurt,Carrefour,Supermercado
1115,2022-09-20,2.5,Paracetamol,,Farmacia
1116,2022-09-22,2.99,Pan ,Too good to go ,Supermercado
1117,2022-09-22,4.12,Verduleria,,Supermercado
1118,2022-09-22,2.4,Queso en lonchas,Mercadona,Supermercado
1119,2022-09-22,3.09,Jamon,Mercadona,Supermercado
1120,2022-09-22,1.8,Mozzarella,Mercadona,Supermercado
1121,2022-09-22,1.05,Algodon en discos,Mercadona,Supermercado
1122,2022-09-22,2.5,Masa para empanada,Mercadona,Supermercado
1123,2022-09-22,1.5,Papel humedo,Mercadona,Supermercado
1124,2022-09-22,0.85,Champiñones,Mercadona,Supermercado
1125,2022-09-22,3.95,Huevos,Mercadona,Supermercado
1126,2022-09-22,1.26,Banana,Mercadona,Supermercado
1127,2022-09-23,1.09,Albondigas,Carrefour,Supermercado
1128,2022-09-23,1.09,Alubias heinz,Carrefour,Supermercado
1129,2022-09-23,1.5,Harina par pizza,Carrefour,Supermercado
1130,2022-09-23,1.9,Tomate trituradi,Carrefour,Supermercado
1131,2022-09-24,1.99,Jabon en pan,Carrefour,Farmacia
1132,2022-09-24,3.09,Suavizant,Carrefour,Vivienda
1133,2022-09-24,7.99,Nesquik,Carrefour,Supermercado
1134,2022-09-24,1.85,Sal,Carrefour,Supermercado
1135,2022-09-24,2.96,Tapioca,Carrefour,Supermercado
1136,2022-09-24,1.99,Aguacate,Carrefour,Supermercado
1137,2022-09-24,0.89,Cesta de jamon y queso,Carrefour,Supermercado
1138,2022-09-24,1.58,Croissant,Carrefour,Supermercado
1139,2022-09-24,3.19,Hamburguesa,Carrefour,Supermercado
1140,2022-09-26,5.95,Leche,Carrefour,Supermercado
1141,2022-09-26,4.68,Cafe descafeinado,Carrefour,Supermercado
1142,2022-09-29,2.5,Zapateria,,Vivienda
1143,2022-09-27,28.0,Cena con luciana,Kebab,Salidas
1144,2022-09-27,2.3,Escoba,Chino,Vivienda
1145,2022-09-29,1.21,Pan lactal,Carrefour,Supermercado
1146,2022-09-30,2.15,Harina de maiz,Carrefour,Supermercado
1147,2022-09-30,1.63,Te,Carrefour,Supermercado
1148,2022-09-30,2.0,Pizza jamon,Carrefour,Supermercado
1149,2022-09-30,1.59,Pizza barbacoa,Carrefour,Supermercado
1150,2022-09-30,6.49,Queso tierno,Carrefour,Supermercado
1151,2022-09-30,1.35,Cebolla,Carrefour,Supermercado
1152,2022-09-30,3.43,Ciruela,Carrefour,Supermercado
1153,2022-09-30,3.83,Durazno,Carrefour,Supermercado
1154,2022-09-30,2.79,Croissant,Carrefour,Supermercado
1155,2022-10-01,3.95,Huevos,Carrefour,Supermercado
1156,2022-10-01,1.0,Galletitas rellenas,Carrefour,Supermercado
1157,2022-10-01,2.7,Azucar,Mercadona,Supermercado
1158,2022-10-01,1.8,Yogurt con fruta,Mercadona,Supermercado
1159,2022-10-01,2.5,Capucchino,Mercadona,Supermercado
1160,2022-10-01,1.7,Crackers,Mercadona,Supermercado
1161,2022-10-01,1.6,Galletitas de crema,Mercadona,Supermercado
1162,2022-10-01,1.6,Natillas,Mercadona,Supermercado
1163,2022-10-01,1.55,Patatas gajo,Mercadona,Supermercado
1164,2022-10-01,2.0,Salchicha,Mercadona,Supermercado
1165,2022-10-01,3.19,Chorizo,Mercadona,Supermercado
1166,2022-10-01,3.6,Patatas a la sarten,Mercadona,Supermercado
1167,2022-10-01,1.99,Triangulos de maiz,Mercadona,Supermercado
1168,2022-10-01,0.95,Nachos tex,Mercadona,Supermercado
1169,2022-10-01,1.5,Queso rallado,Mercadona,Supermercado
1170,2022-09-02,0.95,Patatas onduladas,Mercadona,Supermercado
1171,2022-09-02,1.7,Papel manteca,Mercadona,Vivienda
1172,2022-09-02,3.09,Jamon,Mercadona,Supermercado
1173,2022-09-02,0.8,Patatas lisas,Mercadona,Supermercado
1174,2022-09-02,2.4,Queso en lonchas,Mercadona,Supermercado
1175,2022-09-02,1.3,Queso untable,Mercadona,Supermercado
1176,2022-09-02,0.9,Cebolla,Mercadona,Supermercado
1177,2022-09-02,1.05,Morron,Mercadona,Supermercado
1178,2022-09-02,3.35,Guacamole,Mercadona,Supermercado
1179,2022-10-03,2.9,Verduleria,China,Supermercado
1180,2022-09-29,24.0,Mochila,Amazon,Vivienda
1181,2022-10-05,6.4,Coca cola,Carrefour,Supermercado
1182,2022-10-05,4.8,Fanta,Carrefour,Supermercado
1183,2022-10-05,9.36,Leche,Carrefour,Supermercado
1184,2022-10-07,7.0,Kebab,,Supermercado
1185,2022-10-08,0.97,Ch con almendras,Carrefour,Supermercado
1186,2022-10-08,0.86,Ch con avellanas,Carrefour,Supermercado
1187,2022-10-08,0.99,Ch con leche,Carrefour,Supermercado
1188,2022-10-08,1.46,Ch carrefour,Carrefour,Supermercado
1189,2022-10-08,0.9,Ch oreo,Carrefour,Supermercado
1190,2022-10-08,2.32,Ligeresa,Carrefour,Supermercado
1191,2022-10-08,1.95,Manteca,Carrefour,Supermercado
1192,2022-10-08,1.19,Queso rallado,Carrefour,Supermercado
1193,2022-10-10,0.77,Lenteja,Mercadona,Supermercado
1194,2022-10-10,0.95,Garbanzo,Mercadona,Supermercado
1195,2022-10-10,1.55,Chia,Mercadona,Supermercado
1196,2022-10-10,2.4,Queso en lonchas,Mercadona,Supermercado
1197,2022-10-10,3.09,Jamon,Mercadona,Supermercado
1198,2022-10-11,3.95,Huevo,Mercadona,Supermercado
1199,2022-10-11,1.25,Pan lactal,Mercadona,Supermercado
1200,2022-10-11,1.1,Harina de arroz,Mercadona,Supermercado
1201,2022-10-11,1.15,Galletitas saladas,Mercadona,Supermercado
1202,2022-10-11,1.5,Margarina,Mercadona,Supermercado
1203,2022-10-11,2.0,Levadura royal,Mercadona,Supermercado
1204,2022-10-14,5.2,Tejenringos viernes,,Viajes
1205,2022-10-14,1.0,Agua,Chino,Viajes
1206,2022-10-14,4.6,Tren ida aeropuerto ,,Viajes
1207,2022-10-14,15.0,Arriva llegada,,Viajes
1208,2022-10-15,2.8,Postal y chupa chups,,Viajes
1209,2022-10-16,1.0,Donación ,,Viajes
1210,2022-10-17,7.5,Helado ,La romana,Viajes
1211,2022-10-18,50.0,Almuezo y mas,,Viajes
1212,2022-10-19,15.0,Arriva vuelta,,Viajes
1213,2022-10-20,9.9,Farmacia,,Viajes
1214,2022-10-21,14.1,Remera carcel,,Viajes
1215,2022-10-17,6.65,Cena lunes,Masgo,Supermercado
1216,2022-10-19,7.0,Verduleria,,Supermercado
1217,2022-10-19,0.44,Verduleria,,Supermercado
1218,2022-10-11,2.09,Verduleria,,Supermercado
1219,2022-10-11,0.12,Limon,,Supermercado
1220,2022-10-16,9.9,Forros,,Farmacia
1221,2022-10-22,32.0,Museo del automovil,,Viajes
1222,2022-10-18,15.45,Filet de pollo,Carnicas,Supermercado
1223,2022-10-18,8.63,Cinta de lomo,Carnicas,Supermercado
1224,2022-10-18,7.48,Ternera babilla,Carnicas,Supermercado
1225,2022-10-18,0.1,Bolsa,Carnicas,Supermercado
1226,2022-10-22,1.2,Mani,Mas&go,Supermercado
1227,2022-10-22,0.7,Tomate triturado,Mas&go,Supermercado
1228,2022-10-22,4.65,Bus ,,Salidas
1229,2022-10-22,28.0,Altitud park,,Salidas
1230,2022-10-22,11.4,Merienda,,Salidas
1231,2022-10-24,3.49,Atun,Carrefour,Supermercado
1232,2022-10-24,1.9,Atun con tomate,Carrefour,Supermercado
1233,2022-10-24,0.6,Garbanzos,Carrefour,Supermercado
1234,2022-10-24,0.9,Tomate triturado,Carrefour,Supermercado
1235,2022-10-27,7.1,Chino,,Vivienda
1236,2022-10-23,11.4,Kebab,,Salidas
1237,2022-10-29,1.45,Nata,Maskom,Supermercado
1238,2022-10-26,2.99,Too good to go,La ventana,Supermercado
1239,2022-10-29,10.0,Cena lu y mili,La sureña,Salidas
1240,2022-10-28,2.85,Mozzarella,Mercadona,Supermercado
1241,2022-10-28,1.1,Pimientos,Mercadona,Supermercado
1242,2022-10-28,1.65,Queso rallado,Mercadona,Supermercado
1243,2022-10-28,1.0,Cebolla,Mercadona,Supermercado
1244,2022-10-28,0.95,Harina,Mercadona,Supermercado
1245,2022-10-28,4.05,Azucar,Mercadona,Supermercado
1246,2022-10-28,0.85,Cookies,Mercadona,Supermercado
1247,2022-10-28,1.15,Arroz,Mercadona,Supermercado
1248,2022-10-28,1.5,Mani frito miel,Mercadona,Supermercado
1249,2022-10-28,1.7,Pan crujiente,Mercadona,Supermercado
1250,2022-10-28,1.15,Mani frito,Mercadona,Supermercado
1251,2022-10-28,2.4,Queso lonchas,Mercadona,Supermercado
1252,2022-10-28,1.95,Yogurt,Mercadona,Supermercado
1253,2022-10-28,1.25,Pan lactal,Mercadona,Supermercado
1254,2022-10-28,1.55,Patatasa gajo,Mercadona,Supermercado
1255,2022-10-28,1.45,Arvejas,Mercadona,Supermercado
1256,2022-10-28,0.95,Patatas onduladas,Mercadona,Vivienda
1257,2022-10-28,1.8,Vino,Mercadona,Supermercado
1258,2022-10-28,0.75,Perejil,Mercadona,Supermercado
1259,2022-10-28,0.65,Oregano,Mercadona,Supermercado
1260,2022-10-28,2.5,Masa de tarta,Mercadona,Supermercado
1261,2022-10-28,6.4,Coca,Carrefour,Supermercado
1262,2022-10-28,4.8,Fanta,Carrefour,Supermercado
1263,2022-10-28,2.95,Mayonesa,Carrefour,Supermercado
1264,2022-10-28,0.85,Pan rallado,Carrefour,Supermercado
1265,2022-10-28,2.15,Quinoa,Carrefour,Supermercado
1266,2022-10-28,1.65,Chia,Carrefour,Supermercado
1267,2022-10-28,1.63,Te,Carrefour,Supermercado
1268,2022-10-28,5.04,Leche,Carrefour,Supermercado
1269,2022-10-28,6.79,Queso,Carrefour,Supermercado
1270,2022-10-28,2.09,Zanahoria,Carrefour,Supermercado
1271,2022-10-26,16.71,Mercadona,Mercadona,Supermercado
1272,2022-01-01,4.9,Fruteria,,Supermercado
1273,2022-10-31,2.95,Moto,Yego,Transporte
1274,2022-11-03,2.4,Queso en lonchas,Mercadona,Supermercado
1275,2022-11-03,3.09,Jamon en lonchas,Mercadona,Supermercado
1276,2022-11-03,2.5,Cappuchino,Mercadona,Supermercado
1277,2022-10-31,24.0,Mochila,,Vivienda
1278,2022-11-03,2.0,Pan y limon,,Supermercado
1279,2022-11-07,68.29,Gimnasio,Forus,Otros
1280,2022-11-06,13.25,Cena domingo,Burguer parrilla,Supermercado
1281,2022-11-05,3.95,Huevos,Lidl,Supermercado
1282,2022-11-05,0.69,Harina de trigo,Lidl,Supermercado
1283,2022-11-05,5.1,Ladron de manzana,Lidl,Supermercado
1284,2022-11-05,1.45,Papel humedo,Lidl,Farmacia
1285,2022-11-05,1.35,Guantes goma,Lidl,Farmacia
1286,2022-11-05,1.85,Aguacate,Lidl,Supermercado
1287,2022-11-05,1.05,Croissant,Lidl,Supermercado
1288,2022-11-05,0.39,Croissant,Lidl,Supermercado
1289,2022-11-05,1.25,Queso untar,Lidl,Supermercado
1290,2022-11-05,1.5,Sanex,Lidl,Farmacia
1291,2022-11-05,1.09,Naranja carrefour,Carrefour,Supermercado
1292,2022-11-05,1.87,Zumo natural,Carrefour,Supermercado
1293,2022-11-05,10.08,Leche,Carrefour,Supermercado
1294,2022-11-05,27.0,Comida,La sureña,Supermercado
1295,2022-11-05,10.0,Empanadas,La ventana,Supermercado
1296,2022-11-08,24.0,Carne,Tincho,Supermercado
1297,2022-11-10,19.6,Entradas cine,Yelmo vialia,Salidas
1298,2022-11-06,27.0,Comida ,Antequera,Salidas
1299,2022-11-06,20.0,Comida,Antequera,Salidas
1300,2022-11-13,1.4,Salsa pesto,Mas&go,Supermercado
1301,2022-11-13,2.95,Pasta jyq,Mas&go,Supermercado
1302,2022-11-12,16.3,Cine,Yelmo vialia,Salidas
1303,2022-11-11,0.75,Garbanzos,Carrefour,Supermercado
1304,2022-11-11,2.88,Jamon pavo,Carrefour,Supermercado
1305,2022-11-11,3.99,Carne picada,Carrefour,Supermercado
1306,2022-11-13,0.87,Yego,,Transporte
1307,2022-11-12,3.48,Yego,,Transporte
1308,2022-11-15,4.65,San jacobo,Carniceria,Supermercado
1309,2022-11-14,2.55,Verduleria,,Supermercado
1310,2022-11-16,2.1,Yogurt,Mercadona,Supermercado
1311,2022-11-16,4.25,Huevos,Mercadona,Supermercado
1312,2022-11-16,2.4,Queso en lonchas,Mercadona,Supermercado
1313,2022-11-16,0.9,Milka oreo,Mercadona,Supermercado
1314,2022-11-16,3.09,Jamon,Mercadona,Supermercado
1315,2022-11-16,0.9,Ch con avellanas,Mercadona,Supermercado
1316,2022-11-16,1.65,Queso rallado,Mercadona,Supermercado
1317,2022-11-16,1.7,Patatas gajo,Mercadona,Supermercado
1318,2022-11-16,0.95,Tomate triturado,Mercadona,Supermercado
1319,2022-11-16,1.7,Galletitas saladas,Mercadona,Supermercado
1320,2022-11-16,1.25,Pan molde,Mercadona,Supermercado
1321,2022-11-16,1.6,Banana,Mercadona,Supermercado
1322,2022-10-26,27.32,Cubre colchon,Amazon,Vivienda
1323,,24.0,Mochila,Amazon,Vivienda
1324,2022-11-15,0.73,Napolitanas,Dia,Supermercado
1325,2022-11-15,0.72,Napolitanas,Dia,Supermercado
1326,2022-11-15,0.72,Napolitanas,Dia,Supermercado
1327,2022-11-18,1.09,Arroz,Carrefour,Supermercado
1328,2022-11-18,1.5,Harina pizza,Carrefour,Supermercado
1329,2022-11-18,1.99,Lentejea,Carrefour,Supermercado
1330,2022-11-18,0.93,Tomate triturado,Carrefour,Supermercado
1331,2022-11-18,1.19,Masa de tarta,Carrefour,Supermercado
1332,2022-11-18,1.18,Masa hojaldre,Carrefour,Supermercado
1333,2022-11-18,1.3,Bacon,Carrefour,Supermercado
1334,2022-11-18,2.69,Budin marmolado,Carrefour,Supermercado
1335,2022-11-18,6.74,Solomillo empanado,Carrefour,Supermercado
1336,2022-11-20,21.75,Almuerzo domingo,Cafe negro,Salidas
1337,2022-11-14,7.26,Carniceria,Fali,Supermercado
1338,2022-11-21,10.0,Tarjeta bus,,Transporte
1339,2022-11-22,11.0,Pollo,Carnicas,Supermercado
1340,2022-11-22,2.72,Verduleria,,Supermercado
1341,2022-11-20,3.19,Moto gym,Yego,Transporte
1342,2022-11-23,2.76,Moto gym,Cabify,Transporte
1343,2022-11-23,3.77,Moto gym,Yego,Transporte
1344,2022-11-25,30.0,Abono yego,Yego,Transporte
1345,2022-11-26,9.0,Almuerzo,,Supermercado
1346,2022-11-26,11.9,Carnr,Carniceria argentina,Supermercado
1347,2022-11-26,2.9,Carne,Carniceria argentina,Supermercado
1348,2022-11-26,6.76,Carne,Carniceria argentina,Supermercado
1349,2022-11-26,3.22,Carne,Carniceria argentina,Supermercado
1350,2022-11-26,6.93,Carne,Carniceria argentina,Supermercado
1351,2022-11-26,7.99,Yerba,Carniceria argentina,Supermercado
1352,2022-11-26,6.0,Facturas,La sureña,Supermercado
1353,2022-11-26,0.95,Cacahuete,Carrefour,Supermercado
1354,2022-11-26,1.83,Cheetos,Carrefour,Supermercado
1355,2022-11-26,1.92,Pistachos,Carrefour,Supermercado
1356,2022-11-26,2.88,Jamon de pavo,Carrefour,Supermercado
